OptName;LfdNr;Name;Typ;Startzeit;Endzeit;Dauer;Fval_Opt;Masse_fval;Masse_phys;Energie_fval;Energie_phys;Antriebskraft_fval;Antriebskraft_phys;Kondition_fval;Kondition_phys;Nachgiebigk_fval;Nachgiebigk_phys;Steifigk_phys;Materialspannung;num_succ;num_fail;comptime_sum
IFToMMDACH_Vgl_Winkel10_20200131_nachts_Wdh20;3;P6PRRRRR6V2G8P3A1;2;03.02.2020 01:16:57;03.02.2020 03:28:10;7873.090681;341.435114739903;59.4978034705526;9.3731993130556;343.263647652517;59.8338993400131;146.506891741679;23.4283117457339;101.323518944;24.7871538985627;98.7864508138185;0.000524529757236753;1906.4695304763;0.299502464472921;831;2269;7842.338621
IFToMMDACH_Vgl_Winkel10_20200131_nachts_Wdh20;4;P6PRRRRR6G8P3A1;2;03.02.2020 01:16:57;03.02.2020 02:48:33;5495.650551;408.460095033838;53.0403755226227;8.35089421190007;410.539092115368;75.2146255628584;860.126620091447;447.792619258552;172.070920867523;255.027753697153;96.9156716787523;0.000206243150658195;4848.64586682585;0.682658398303403;76;3024;5471.49817000001
IFToMMDACH_Vgl_Winkel10_20200131_nachts_Wdh3;1;P6RRRRRR10V3G1P1A1;2;01.02.2020 14:18:11;01.02.2020 16:21:39;7407.708745;367.748130060332;64.5594287968076;10.1758779725495;394.703584054768;71.3907406423491;128.136960655168;20.4039924052447;109.492595041534;32.2699001395709;98.0271711395714;0.000322590562531339;3099.90469700381;0.483347432400405;485;2615;7379.01879600001
IFToMMDACH_Vgl_Winkel10_20200131_nachts_Wdh3;2;P6RRRRRR10G1P1A1;2;01.02.2020 14:18:11;01.02.2020 15:32:20;4449.105931;506.798104170529;81.0804630744416;12.8054022906373;506.033158480402;101.913564511744;565.904049281154;123.187691831063;126.086487347122;55.3536692944282;98.9196228583491;0.00058920041107039;1697.21538072812;0.974139569832282;25;3075;4423.74655499999
IFToMMDACH_Vgl_Winkel10_20200131_nachts_Wdh3;3;P6PRRRRR6V2G8P3A1;2;01.02.2020 14:18:11;01.02.2020 15:56:52;5921.333085;376.790082271988;51.3109226401532;8.07739926132173;372.315828911577;66.2097034647514;600.998658881293;138.093220692959;129.86955379473;62.6477163431783;97.9470943795017;0.000309999195345849;3225.81482472674;0.41353575397325;482;2618;5892.35039700001
IFToMMDACH_Vgl_Winkel10_20200131_nachts_Wdh3;4;P6PRRRRR6G8P3A1;2;01.02.2020 14:18:11;01.02.2020 16:25:15;7624.467636;405.100091138723;46.8120548001616;7.36650201656387;406.215485452904;74.1566513430352;543.384841428032;114.650876647656;98.2582212008015;22.4574114834441;98.1654974293908;0.000346929767716462;2882.42777949593;0.173591405498414;511;2589;7596.78281300001
IFToMMDACH_Vgl_Winkel10_20200131_nachts_Wdh4;1;P6RRRRRR10V3G1P1A1;2;01.02.2020 16:36:40;01.02.2020 18:11:16;5676.026067;386.719291814873;61.6185104824192;9.7093520820561;391.676944281261;70.6754334792234;358.067913411798;63.0370267192118;113.905542490485;37.2305420757924;98.0567234117737;0.00032749945946088;3053.44015421024;0.337390426811022;136;2964;5649.07399
IFToMMDACH_Vgl_Winkel10_20200131_nachts_Wdh4;2;P6RRRRRR10G1P1A1;2;01.02.2020 16:36:40;01.02.2020 18:19:07;6146.974125;447.870952001601;84.0334715738699;13.2771496343701;447.56708277011;84.7492845019606;225.797938132007;37.034412439181;67.6897967353832;8.4535618946513;99.40414116265;0.00106837583349988;936.000205774134;0.261153353503005;117;2983;6117.54934499999
IFToMMDACH_Vgl_Winkel10_20200131_nachts_Wdh4;3;P6PRRRRR6V2G8P3A1;2;01.02.2020 16:36:40;01.02.2020 18:33:16;6996.054929;388.648753889528;47.6261033555433;7.49507853955864;389.417028427929;70.1444601647939;836.556275487891;380.908219148165;165.56191134589;204.75258421142;96.9658726135991;0.000209660833917092;4769.60804417787;0.69782756867937;626;2474;6967.02884300001
IFToMMDACH_Vgl_Winkel10_20200131_nachts_Wdh4;4;P6PRRRRR6G8P3A1;2;01.02.2020 16:36:40;01.02.2020 18:19:31;6171.522594;450.664596714906;61.514974212317;9.69293558395284;454.153187698368;86.5426696365204;767.16245639245;261.116539196841;136.601296031615;78.1440522472101;97.5866324022225;0.000263662602347599;3792.7259728767;0.786288157781394;80;3020;6147.56479000001
IFToMMDACH_Vgl_Winkel10_20200131_nachts_Wdh5;1;P6RRRRRR10V3G1P1A1;2;01.02.2020 18:44:18;01.02.2020 20:29:34;6315.569734;354.920338057163;79.6796056758015;12.5818104871587;378.740685068743;67.6711441056527;718.881114503422;211.544949168977;110.936963340421;33.8148066164242;99.1488278791869;0.000747888496267136;1337.09771575737;0.943771838749644;194;2906;6290.18469299999
IFToMMDACH_Vgl_Winkel10_20200131_nachts_Wdh5;2;P6RRRRRR10G1P1A1;2;01.02.2020 18:44:18;01.02.2020 19:59:43;4524.42684;515.906330022428;85.0474309135421;13.4392641103672;522.620976313462;107.371627661329;445.295667452916;84.1380724698209;109.962551989544;32.7645288034107;99.1789502985889;0.000775330012183985;1289.77336654769;0.442940474358289;48;3052;4498.816109
IFToMMDACH_Vgl_Winkel10_20200131_nachts_Wdh5;3;P6PRRRRR6V2G8P3A1;2;01.02.2020 18:44:18;01.02.2020 20:41:15;7017.160913;372.533144437842;40.8692564477891;6.42856154126814;371.78279295319;66.0893365414022;417.07487297371;76.8346236454929;117.278598726939;41.5405155756329;96.9139281021427;0.000206126444295245;4851.39111296001;0.106583879425089;656;2444;6987.96122099999
IFToMMDACH_Vgl_Winkel10_20200131_nachts_Wdh5;4;P6PRRRRR6G8P3A1;2;01.02.2020 18:44:18;01.02.2020 20:26:57;6158.629636;554.189582679472;77.16928474706;12.1814445874684;555.807545698432;119.271205123132;464.256645042839;89.3572511760169;107.223187517275;29.9860789434738;98.7838258929298;0.00052339736750144;1910.59424844595;0.434784047795675;77;3023;6134.01616900001
IFToMMDACH_Vgl_Winkel10_20200131_nachts_Wdh6;1;P6RRRRRR10V3G1P1A1;2;01.02.2020 20:52:12;01.02.2020 22:11:06;4734.147229;357.868469720482;63.4536216123106;10.0004103893549;378.497695634572;67.6155108731584;200.608430395855;32.5976643071189;66.7871862970623;8.21459823113752;98.2713128392627;0.000368177255552137;2716.0830413067;0.192698941157756;65;3035;4707.06715899999
